resourceId,objectID,market,language,locale,page_type,title,slug,url,search_term,priority,active,startDate,endDate,imageUrl
ni-en-membership-info,ni-en-membership-info-membership,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,membership,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-renew-membership,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,renew membership,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-membership-cost,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,membership cost,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-benefits-of-membership,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,benefits of membership,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-become-member,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,become member,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-why-membership,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,why membership,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-why-do-i-have-to-be-a-member-to-shop-at-pricesmart,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,why do i have to be a member to shop at pricesmart,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-what-are-the-benefits-of-being-a-pricesmart-member,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,what are the benefits of being a pricesmart member,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-how-can-i-become-a-pricesmart-member,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,how can i become a pricesmart member,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
ni-en-membership-info,ni-en-membership-info-what-types-of-memberships-are-available,ni,en,en-ni,landing_page,Membership Information,membership-info,https://www.pricesmart.com/en-ni/membership/info,what types of memberships are available,10,True,2026-05-07,2027-05-07,https://raw.githubusercontent.com/saicharan-gampa-devcoder/pricesmart-algolia-redirects-and-assets-for-pages/9cc0c3cb96d2b3fb96009b0a99f20ac7c90ca6d9/pricesmart-assets/landing-pages-images/membership-info.svg
